args,full_path,created,json,cookies,url,headers,method,remote_addr,files,form,id,provider,ip,requesting_ip,gn_classification
{},/configuration.zip?,2023-04-17 08:16:34.507011+00:00,{},{},http://20.169.236.160/configuration.zip,"{'Accept': 'text/plain,*/*; charset=utf-8', 'Upgrade-Insecure-Requests': '1', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36', 'X-Forwarded-For': '202.149.70.60', 'Host': '20.169.236.160', 'Accept-Encoding': 'text/plain,*/*; charset=utf-8', 'X-Real-Ip': '202.149.70.60'}",HEAD,,{},{},9874ab1f-e9dd-477d-ab0e-c5e19b1bd45f,Azure,,202.149.70.60,unknown
{},/.env.dev?,2023-04-20 08:21:34.998432+00:00,{},{},http://54.166.141.59/.env.dev,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36', 'X-Forwarded-For': '4.234.208.91', 'Host': '54.166.141.59', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '4.234.208.91'}",GET,,{},{},783f770b-2b05-445a-9676-497398060f83,AWS,,4.234.208.91,unknown
{},/?,2023-04-13 08:24:31.836906+00:00,{},{},http://20.169.235.248/,"{'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Hello World', 'X-Forwarded-For': '179.43.177.242', 'Host': '20.169.235.248:80', 'X-Real-Ip': '179.43.177.242'}",GET,,{},{},1ac12fa4-e56a-4caa-9498-ed9297d662a1,Azure,20.169.235.248,179.43.177.242,malicious
{},/?,2023-04-14 20:01:38.263956+00:00,{},{},http://20.169.235.233/,"{'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7', 'X-Forwarded-For': '87.110.70.46', 'Host': '20.169.235.233:80', 'Content-Length': '0', 'X-Real-Ip': '87.110.70.46'}",GET,,{},{},ab93739e-9066-443e-8a6a-fc970498b821,Azure,20.169.235.233,87.110.70.46,malicious
{},/favicon.ico?,2023-04-14 12:11:39.499162+00:00,{},{},http://20.169.236.160/favicon.ico,"{'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Go-http-client/1.1', 'X-Forwarded-For': '103.43.19.95', 'Host': '20.169.236.160', 'Accept-Encoding': 'gzip', 'X-Real-Ip': '103.43.19.95'}",GET,,{},{},f5b03c17-43b7-4f34-97a1-2461355ad17a,Azure,,103.43.19.95,unknown
{},/sitemap.xml?,2023-04-20 14:38:57.193642+00:00,{},{},http://35.202.218.25/sitemap.xml,"{'X-Forwarded-Proto': 'http', 'Connection': 'close', 'X-Forwarded-For': '80.82.77.33', 'Host': '35.202.218.25', 'Accept-Encoding': 'identity', 'X-Real-Ip': '80.82.77.33'}",GET,,{},{},a51b2ef3-e8f9-4cca-8cc4-779046eee174,GCP,,80.82.77.33,benign
{},/?,2023-04-21 17:09:28.997057+00:00,{},{},http://35.174.13.6/,"{'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.7 (KHTML, like Gecko) Version/9.1.2 Safari/601.7.7', 'X-Forwarded-For': '117.223.3.0', 'Host': '35.174.13.6:80', 'Content-Length': '0', 'X-Real-Ip': '117.223.3.0'}",GET,,{},{},bcc08023-301c-4350-bcd3-f16d047b0fad,AWS,35.174.13.6,117.223.3.0,unknown
{},/?,2023-04-18 14:30:22.287457+00:00,{},{},http://34.29.233.83/,"{'Accept': '*/*', 'X-Requested-With': 'XMLHttpRequest', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46', 'X-Forwarded-For': '193.32.162.159', 'Host': '34.29.233.83', 'Accept-Encoding': 'gzip, deflate,gzip, deflate', 'Accept-Language': 'en US,en;q=0.9,sv;q=0.8', 'X-Real-Ip': '193.32.162.159', 'Content-Type': 'application/x-www-form-urlencoded; charset=UTF-8'}",GET,,{},{},5d4d62fa-bdb6-418d-b24e-a0f5cf225500,GCP,,193.32.162.159,unknown
{},/?,2023-04-13 07:12:59.612688+00:00,{},{},http://34.123.7.62/,"{'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'l9tcpid/v1.1.0', 'X-Forwarded-For': '35.216.166.62', 'Host': '34.123.7.62', 'X-Real-Ip': '35.216.166.62'}",GET,,{},{},4c5cdcc6-bc3b-4c04-ab2d-de1ff5833746,GCP,,35.216.166.62,unknown
{},/?,2023-04-13 23:26:51.079714+00:00,{},{},http://34.29.233.83/,"{'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36', 'X-Forwarded-For': '202.4.101.78', 'Host': '34.29.233.83:80', 'Content-Length': '0', 'X-Real-Ip': '202.4.101.78'}",GET,,{},{},71670e5b-0fde-4d44-8a8c-e7a80be11b8d,GCP,34.29.233.83,202.4.101.78,unknown
{},/sendgrid.env?,2023-04-12 01:25:40.049580+00:00,{},{},http://44.202.14.136/sendgrid.env,"{'Accept-Charset': 'utf-8', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Opera/9.64 (X11; Linux i686; U; Linux Mint; nb) Presto/2.1.1', 'X-Forwarded-For': '79.133.51.221', 'Host': '44.202.14.136', 'Accept-Encoding': 'gzip', 'X-Real-Ip': '79.133.51.221'}",GET,,{},{},77cf915c-e788-48f7-9aeb-25a3f09342f9,AWS,,79.133.51.221,unknown
{},/?,2023-04-08 02:39:35.796689+00:00,{},{},http://20.121.184.210/,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (compatible; InternetMeasurement/1.0; +https://internet-measurement.com/)', 'X-Forwarded-For': '87.236.176.237', 'Host': '20.121.184.210', 'Accept-Encoding': 'gzip', 'X-Real-Ip': '87.236.176.237'}",GET,,{},{},2ef3066d-09eb-4b26-ad8c-81489774d5b1,Azure,,87.236.176.237,benign
{},/.env?,2023-04-14 23:48:36.364436+00:00,{},{},http://20.169.235.68/.env,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36', 'X-Forwarded-For': '54.37.79.75', 'Host': '20.169.235.68', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '54.37.79.75'}",GET,,{},{},4e109504-bf49-4cc6-b38e-fe6ecf725a1d,Azure,,54.37.79.75,unknown
{},/.env?,2023-04-21 14:20:04.982996+00:00,{},{},http://20.169.235.248/.env,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36', 'X-Forwarded-For': '51.79.29.48', 'Host': '20.169.235.248', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '51.79.29.48'}",GET,,{},{},91e57bea-a37a-4bfa-995d-908f0a9487db,Azure,,51.79.29.48,unknown
{},/creds.txt?,2023-04-07 20:01:25.033607+00:00,{},{},http://35.174.13.6/creds.txt,"{'Accept-Charset': 'utf-8', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:63.0) Gecko/20100101 Firefox/63.0', 'X-Forwarded-For': '79.133.56.235', 'Host': '35.174.13.6', 'Accept-Encoding': 'gzip', 'X-Real-Ip': '79.133.56.235'}",GET,,{},{},628c7996-ea24-4faf-b24d-0546052dad90,AWS,,79.133.56.235,unknown
{},/.env?,2023-04-20 04:08:51.918987+00:00,{},{},http://34.123.7.62/.env,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36', 'X-Forwarded-For': '54.37.79.75', 'Host': '34.123.7.62', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '54.37.79.75'}",GET,,{},{},0bfa7076-dc5b-4a80-8f8f-1abad7fa5c70,GCP,,54.37.79.75,unknown
{'XDEBUG_SESSION_START': 'phpstorm'},/?XDEBUG_SESSION_START=phpstorm,2023-04-09 01:00:21.479907+00:00,{},{},http://34.29.233.83/?XDEBUG_SESSION_START=phpstorm,"{'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36', 'X-Forwarded-For': '152.89.196.54', 'Host': '34.29.233.83:80', 'Accept-Encoding': 'gzip', 'X-Real-Ip': '152.89.196.54'}",GET,,{},{},c12104e7-d404-49c3-8b2f-933896be5bca,GCP,34.29.233.83,152.89.196.54,malicious
{},/.env?,2023-04-13 02:46:33.424690+00:00,{},{},http://44.203.150.1/.env,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36', 'X-Forwarded-For': '135.125.217.54', 'Host': '44.203.150.1', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '135.125.217.54'}",GET,,{},{},95af313a-381f-4964-af43-82edbdfd393a,AWS,,135.125.217.54,unknown
{},/.env?,2023-04-20 13:24:56.522841+00:00,{},{},http://35.184.200.155/.env,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36', 'X-Forwarded-For': '54.37.79.75', 'Host': '35.184.200.155', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '54.37.79.75'}",GET,,{},{},fb6927f8-1b37-41ee-966d-7b80d61e3cdc,GCP,,54.37.79.75,unknown
{},/2021.zip?,2023-04-17 17:53:11.057203+00:00,{},{},http://20.169.237.11/2021.zip,"{'Accept': 'text/plain,*/*; charset=utf-8', 'Upgrade-Insecure-Requests': '1', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36', 'X-Forwarded-For': '202.149.70.60', 'Host': '20.169.237.11', 'Accept-Encoding': 'text/plain,*/*; charset=utf-8', 'X-Real-Ip': '202.149.70.60'}",HEAD,,{},{},a625f964-2bcd-459a-b6c1-e2992a5a8219,Azure,,202.149.70.60,unknown
{},/?,2023-04-17 09:53:27.721454+00:00,{},{},http://34.71.117.23/,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30', 'X-Forwarded-For': '193.56.29.26', 'Host': '34.71.117.23', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '193.56.29.26'}",HEAD,,{},{},57ef464f-22da-45f3-8357-807cb0efa28e,GCP,,193.56.29.26,unknown
{},/?,2023-04-12 17:02:28.361697+00:00,{},{},http://20.169.235.233/,"{'Accept': '*/*', 'X-Requested-With': 'XMLHttpRequest', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46', 'X-Forwarded-For': '193.32.162.159', 'Host': '20.169.235.233', 'Accept-Encoding': 'gzip, deflate,gzip, deflate', 'Accept-Language': 'en US,en;q=0.9,sv;q=0.8', 'X-Real-Ip': '193.32.162.159', 'Content-Type': 'application/x-www-form-urlencoded; charset=UTF-8'}",GET,,{},{},a8eeb175-74cc-407a-88e0-4f06086c7bf7,Azure,,193.32.162.159,unknown
{},/favicon.ico?,2023-04-20 22:14:59.012055+00:00,{},{},http://34.71.117.23/favicon.ico,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36 QIHU 360SE', 'X-Forwarded-For': '183.136.225.42', 'Host': '34.71.117.23:80', 'Accept-Encoding': 'gzip', 'X-Real-Ip': '183.136.225.42'}",GET,,{},{},05f43c86-0b6e-4f8b-9dc1-1d03acdd1e16,GCP,34.71.117.23,183.136.225.42,malicious
{},/favicon.ico?,2023-04-12 23:21:07.714701+00:00,{},{},http://20.169.237.11/favicon.ico,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36', 'X-Forwarded-For': '64.226.111.29', 'Host': '20.169.237.11', 'Accept-Encoding': 'gzip', 'X-Real-Ip': '64.226.111.29'}",GET,,{},{},21baa200-54a0-4e19-a627-631a5656d1d2,Azure,,64.226.111.29,unknown
{},/.env?,2023-04-18 10:33:02.051861+00:00,{},{},http://35.174.13.6/.env,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36', 'X-Forwarded-For': '66.150.198.134', 'Host': '35.174.13.6', 'Accept-Encoding': 'gzip, deflate', 'Content-Length': '17', 'X-Real-Ip': '66.150.198.134', 'Content-Type': 'application/x-www-form-urlencoded'}",POST,,{},{'0x01[]': 'legion'},29f903e8-9b5b-4d31-9601-74012ecc8824,AWS,,66.150.198.134,unknown
{},/.env?,2023-04-20 14:48:15.247457+00:00,{},{},http://20.169.237.11/.env,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36', 'X-Forwarded-For': '51.79.29.48', 'Host': '20.169.237.11', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '51.79.29.48'}",GET,,{},{},6625e934-7064-4ca5-b71c-07692261bede,Azure,,51.79.29.48,unknown
{},/?,2023-04-07 20:24:26.136728+00:00,{},{},http://20.169.236.160/,"{'Accept': '*/*', 'X-Requested-With': 'XMLHttpRequest', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46', 'X-Forwarded-For': '193.32.162.159', 'Host': '20.169.236.160', 'Accept-Encoding': 'gzip, deflate,gzip, deflate', 'Accept-Language': 'en US,en;q=0.9,sv;q=0.8', 'X-Real-Ip': '193.32.162.159', 'Content-Type': 'application/x-www-form-urlencoded; charset=UTF-8'}",GET,,{},{},22a69795-681f-4397-ae95-8bc028c9f283,Azure,,193.32.162.159,unknown
{},/?,2023-04-18 06:02:58.608211+00:00,{},{},http://44.203.150.1/,"{'Accept-Charset': 'utf-8', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Linux; Android 4.4.4; XT1032 Build/KXB21.14-L1.61) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.94 Mobile Safari/537.36', 'X-Forwarded-For': '147.135.165.20', 'Host': '44.203.150.1', 'Accept-Encoding': 'gzip', 'X-Real-Ip': '147.135.165.20'}",GET,,{},{},fc20d1ed-eec5-4ee6-a3af-6e0c1c75234d,AWS,,147.135.165.20,unknown
{},/?,2023-04-11 21:28:27.423957+00:00,{},{},http://44.202.14.136/,"{'Accept': '*/*', 'X-Requested-With': 'XMLHttpRequest', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46', 'X-Forwarded-For': '193.32.162.159', 'Host': '44.202.14.136', 'Accept-Encoding': 'gzip, deflate,gzip, deflate', 'Accept-Language': 'en US,en;q=0.9,sv;q=0.8', 'X-Real-Ip': '193.32.162.159', 'Content-Type': 'application/x-www-form-urlencoded; charset=UTF-8'}",GET,,{},{},449fd024-ec14-4d5e-99b0-f211b6ac19eb,AWS,,193.32.162.159,unknown
{},/?,2023-04-11 09:05:00.460682+00:00,{},{},http://20.169.235.233/,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 zgrab/0.x', 'X-Forwarded-For': '64.227.146.243', 'Host': '20.169.235.233', 'Accept-Encoding': 'gzip', 'X-Real-Ip': '64.227.146.243'}",GET,,{},{},45e70373-0624-496d-b734-e9b59c3c0363,Azure,,64.227.146.243,malicious
{},/muieblackcat?,2023-04-16 15:17:18.531594+00:00,{},{},http://34.71.117.23/muieblackcat,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'X-Forwarded-For': '34.130.182.65', 'Host': '34.71.117.23', 'Accept-Language': 'en-us', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '34.130.182.65'}",GET,,{},{},fddb93a8-1ad7-4c3b-8f67-e865a9911ff2,GCP,,34.130.182.65,malicious
{},/.env?,2023-04-15 18:40:15.575761+00:00,{},{},http://20.169.235.248/.env,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36', 'X-Forwarded-For': '51.79.29.48', 'Host': '20.169.235.248', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '51.79.29.48'}",GET,,{},{},9312a054-82b9-4cc2-bb31-576d8d8d1687,Azure,,51.79.29.48,unknown
{},/.env.save?,2023-04-09 22:42:18.339609+00:00,{},{},http://52.91.162.211/.env.save,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0', 'X-Forwarded-For': '20.169.238.144', 'Host': '52.91.162.211', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '20.169.238.144'}",GET,,{},{},db234bc0-0c08-4dab-b80c-6e683dcf0c69,AWS,,20.169.238.144,unknown
{},/�?,2023-04-21 00:38:24.700474+00:00,{},{},http://34.132.165.207/�,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36', 'X-Forwarded-For': '20.234.111.129', 'Host': '34.132.165.207', 'Accept-Encoding': 'gzip, deflate', 'Content-Length': '0', 'X-Real-Ip': '20.234.111.129'}",POST,,{},{},d72e75ea-cf07-4dd7-ba55-4cfdeb13bc9a,GCP,,20.234.111.129,unknown
{},/?,2023-04-21 05:11:11.694917+00:00,{},{},http://44.202.14.136/,"{'Accept-Charset': 'utf-8', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (compatible; YandexNews/4.0; +http://yandex.com/bots)', 'X-Forwarded-For': '3.227.240.195', 'Host': '44.202.14.136', 'Accept-Encoding': 'gzip', 'X-Real-Ip': '3.227.240.195'}",GET,,{},{},a7ac4130-09a3-4a1a-a5a1-2c0297de289e,AWS,,3.227.240.195,unknown
{},/.env?,2023-04-20 08:57:19.566874+00:00,{},{},http://44.203.150.1/.env,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36', 'X-Forwarded-For': '4.154.83.105', 'Host': '44.203.150.1', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '4.154.83.105'}",GET,,{},{},b6896281-3fd6-4fb8-b7d2-c117687213a9,AWS,,4.154.83.105,unknown
{},/nginx.core?,2023-04-10 05:39:12.033409+00:00,{},{},http://20.169.235.68/nginx.core,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36', 'X-Forwarded-For': '179.43.145.90', 'Host': '20.169.235.68', 'Accept-Language': 'en', 'Accept-Encoding': 'gzip', 'X-Real-Ip': '179.43.145.90'}",GET,,{},{},5ce62b17-f246-40f7-90b6-16a8cd8ee8c2,Azure,,179.43.145.90,malicious
{},/favicon.ico?,2023-04-17 09:51:19.891201+00:00,{},{},http://3.86.34.213/favicon.ico,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 OPR/95.0.0.0', 'X-Forwarded-For': '64.62.197.119', 'Host': '3.86.34.213', 'Accept-Encoding': 'gzip', 'X-Real-Ip': '64.62.197.119'}",GET,,{},{},2b11e508-5f6f-45ee-a09d-57a4e70461fc,AWS,,64.62.197.119,benign
{},/?,2023-04-10 16:28:42.866603+00:00,{},{},http://34.68.197.145/,"{'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,*/*;q=0.8', 'Upgrade-Insecure-Requests': '1', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Linux Gnu (cow)', 'X-Forwarded-For': '194.55.224.203', 'Host': '34.68.197.145:80', 'Accept-Language': 'en-GB,en;q=0.5', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '194.55.224.203'}",GET,,{},{},94a4ab6c-a8e3-4804-a40c-bb02a792f96d,GCP,34.68.197.145,194.55.224.203,malicious
{},/.env?,2023-04-16 03:14:49.523149+00:00,{},{},http://34.170.96.166/.env,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36', 'X-Forwarded-For': '95.214.235.216', 'Host': '34.170.96.166', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '95.214.235.216'}",GET,,{},{},ad1f45c1-710a-4d23-9f8f-0058ce29fedc,GCP,,95.214.235.216,unknown
{},/?,2023-04-21 05:47:34.595339+00:00,{},{},http://34.71.117.23/,"{'Accept': '*/*', 'X-Requested-With': 'XMLHttpRequest', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46', 'X-Forwarded-For': '193.32.162.159', 'Host': '34.71.117.23', 'Accept-Encoding': 'gzip, deflate,gzip, deflate', 'Accept-Language': 'en US,en;q=0.9,sv;q=0.8', 'X-Real-Ip': '193.32.162.159', 'Content-Type': 'application/x-www-form-urlencoded; charset=UTF-8'}",GET,,{},{},f4640ca4-0273-4c50-9ac9-b7da89905ec8,GCP,,193.32.162.159,unknown
{},/robots.txt?,2023-04-17 10:15:36.483007+00:00,{},{},http://35.174.13.6/robots.txt,"{'Accept': 'text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.9', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/577.53 (KHTML, like Gecko) Chrome/75.0.728 Safari/537.36', 'X-Forwarded-For': '165.154.36.152', 'Host': '35.174.13.6', 'Accept-Language': '*', 'Accept-Encoding': 'gzip', 'X-Real-Ip': '165.154.36.152'}",GET,,{},{},7a5c312a-85b5-4a56-8fe4-ba1a988d0b4e,AWS,,165.154.36.152,malicious
{},/?,2023-04-09 14:46:59.119774+00:00,{},{},http://44.203.150.1/,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36', 'X-Forwarded-For': '128.14.134.170', 'Host': '44.203.150.1', 'Accept-Encoding': 'gzip', 'X-Real-Ip': '128.14.134.170'}",GET,,{},{},71767ea1-32b2-4f13-bb23-2d8e379fc7b7,AWS,,128.14.134.170,benign
{},/.env?,2023-04-15 09:04:45.876219+00:00,{},{},http://52.91.162.211/.env,"{'Accept': '*/*', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36', 'X-Forwarded-For': '135.125.217.54', 'Host': '52.91.162.211', 'Accept-Encoding': 'gzip, deflate', 'X-Real-Ip': '135.125.217.54'}",GET,,{},{},cb7db63f-8f03-486c-929a-9b8fcc6b82a3,AWS,,135.125.217.54,unknown
{},/?,2023-04-08 20:10:16.520811+00:00,{},{},http://54.166.141.59/,"{'Accept': '*/*', 'X-Requested-With': 'XMLHttpRequest', 'X-Forwarded-Proto': 'http', 'Connection': 'close', 'User-Agent': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46', 'X-Forwarded-For': '193.32.162.159', 'Host': '54.166.141.59', 'Accept-Encoding': 'gzip, deflate,gzip, deflate', 'Accept-Language': 'en US,en;q=0.9,sv;q=0.8', 'X-Real-Ip': '193.32.162.159', 'Content-Type': 'application/x-www-form-urlencoded; charset=UTF-8'}",GET,,{},{},0506e375-12f7-4e74-a29c-ad4030e23651,AWS,,193.32.162.159,unknown
